Position,Name,Club,Category,Time
47,Emily Atkinson,Haddington RC,FU20,00:43:19
48,Lee Gilbertson,Unattached,M40,00:43:21
49,Alex Walker,HBT,M,00:43:24
50,Matthew Greig,HBT,M,00:43:26
51,James Bryson,Glasgow University,M,00:43:35
52,Ewan Hemingway,Unattached,M,00:43:43
53,Naomi Giffen,Glasgow University,F,00:43:53
54,Arno Hahn,Glasgow University,M,00:44:02
55,Phil Rees,Ochil Hill Runners,M,00:44:05
56,David Walker,Ochil Hill Runners,M40,00:44:25
57,Angus Armstrong,Unattached,M,00:44:30
58,Croy Langlands,Stirling University,M,00:44:36
59,Ian Underwood,HBT,M,00:44:37
60,Felton Humble,Westerlands CCC,M40,00:44:46
61,Jose Leon-Rojas,Open University,M,00:44:51
62,Stuart Douglas,Falkirk Victoria Harriers,M40,00:45:02
63,Mark Wheeler,Hamilton Harriers,M40,00:45:04
64,Morris Roberts,Eryri Harriers,M40,00:45:09
65,Charlie Waddingham,Unattached,M,00:45:29
66,Douglas Stevens,Unattached,M,00:45:36
67,Douglas Macartney,Edinburgh University,M,00:45:48
68,Stephen Forcer,Westerlands CCC,M50,00:45:51
69,Jamie Liversidge,Edinburgh University,M,00:45:53
70,Lizzie Knox,Carnethy HRC,F,00:45:56
71,Daniel Harrison,Strathearn Harriers,M,00:45:57
72,Jack Breingan,Wee County Harriers,M,00:45:57
73,Jens Subke,Central AC,M50,00:45:57
74,Micky Anderson,Westerlands CCC,M60,00:46:03
75,Jessica Evans,Dunfermline Track & Field,FU20,00:46:09
76,Lucy Ring,Unattached,F,00:46:14
77,Graeme Campbell,Unattached,M50,00:46:17
78,Michael Ibbott,Strathearn Harriers,M40,00:46:18
79,Gavin Mackenzie,Ochil Hill Runners,M40,00:46:18
80,Jack Muir,Stirling University,M,00:46:19
81,Rudy M?ller-Holtkamp,Unattached,MU17,00:46:21
82,Darian Liu,Glasgow University,M,00:46:24
83,Hayden Lorimer,HBT,M50,00:46:50
84,Tomas Mandula,Linlithgow AC,M40,00:46:52
85,Ross Dunlop,Stirling University,MU20,00:46:52
86,Alastair Skeffington,Wee County Harriers,M,00:46:57
87,Ralph Torr,Unattached,M40,00:46:58
88,Owen Pauptit,Edinburgh University,M,00:47:02
89,Douglas Shearer,Unattached,M40,00:47:04
90,Sally Bennett,Unattached,F,00:47:11
91,Katie Grieve,Glasgow University,F,00:47:13
92,Kyle Heron,Carnethy HRC,M,00:47:19
93,Amy Richards,Westerlands CCC,F,00:47:20
94,Simon Randfield,Unattached,F50,00:47:27
95,Angus Newton,Stirling University,M,00:47:36
96,Ali Black,Carnethy HRC,M40,00:47:42
97,Carla Barennes,Glasgow University,F,00:47:45
98,Neil Gilmore,Carnethy HRC,M60,00:47:54
99,Mirabelle Meade,Unattached,FU20,00:47:55
100,Stuart Brodie,Ochil Hill Runners,M40,00:48:03
101,Sophie Rose,Strathclyde University,F,00:48:10
102,Bryony McLeod,Ochil Hill Runners,F,00:48:26
103,John Leitch,North Ayrshire AC,,00:48:28
104,Stephen Bogle,Unattached,M40,00:48:28
105,John Stevenson,Ochil Hill Runners,M60,00:48:29
106,Adrian Davis,Lomonds HR,M60,00:48:33
107,David McCaughie,Unattached,M,00:48:36
108,Paul Ward,Linlithgow AC,M40,00:48:37
109,D Stubbs,Dunblane Runners,M50,00:48:38
110,Romain Borgeal,Dundee Hawkhill,M,00:48:44
111,Kairos Pakleppa,Unattached,M,00:48:50
112,Karen Patel,Westerlands CCC,F50,00:48:50
113,Alasdair Meldrum,Ayr Seaforth,M50,00:48:54
114,Martin Abercromby,Makoa Run Club,M,00:48:55
115,Grant Massie,HBT,M,00:49:02
116,Russell Gill,Ochil Hill Runners,M40,00:49:09
117,Jamie Henderson,Beacon Runners,M,00:49:12
118,Ian Poolman,Unattached,M50,00:49:29
119,Ossian Butler,Westerlands CCC,M40,00:49:33
120,Chris Mcglennon,Westerlands CCC,M50,00:49:36
121,Heidi Robertshaw,Edinburgh University,F,00:49:37
122,Richard Britton,Stirling Tri,M50,00:49:41
123,Maisey Meade,Unattached,FU20,00:49:43
124,Michael Watts,Linlithgow AC,M40,00:49:50
125,John McCabe,Troon Tortoises,M60,00:50:01
126,Alex Hill,Unattached,M,00:50:05
127,Clark Findlay,Unattached,M50,00:50:09
128,Ruby McGill,Glasgow University,F,00:50:09
129,Paul Dudchenko,Linlithgow AC,M60,00:50:11
130,Malgorzata Mandula,Linlithgow AC,F40,00:50:15
131,Niamh Campbell,Stirling University,FU20,00:50:22
132,Robert McMurray,Park Avenue HR,M40,00:50:28
133,Eiladh Souden,Empire Run Club,F,00:50:33
134,James Drummond,Unattached,M40,00:50:34
135,Michael Bowers,Unattached,M,00:50:35
136,Aidan Robertson,Unattached,M40,00:50:35
137,Alasdair McCallum,Unattached,M60,00:50:42
138,Rupert Parkinson,Forth Valley Orienteers,M60,00:50:46
139,Sarah Rollins,Unattached,F40,00:50:48
140,Sean Morrison,Central AC,M50,00:50:49
141,Sarah Greenwood,Unattached,F40,00:50:49
142,Kal Sandhu,Westerlands CCC,M,00:50:53
143,Graham Kelly,Westerlands CCC,M50,00:50:55
144,Matthew Sweeney,Strathclyde University,M,00:50:56
145,Fraser Harris,Stirling Tri,M50,00:50:57
146,Louise Waters,Ochil Hill Runners,F,00:50:58
147,Michael Chang,Westerlands CCC,M,00:50:59
148,Stephen Hargreaves,Steel City Striders,M50,00:51:01
149,Catriona Kane,Edinburgh University,F,00:51:52
150,Duncan Cameron,HBT,M,00:51:54
151,Ace Docherty,Stirling University,MU20,00:51:56
152,Michael Wallace,Stirling Tri,M,00:52:00
153,John Dawson,Stirling Tri,M50,00:52:01
154,Ross Neilson,Wee County Harriers,M,00:52:01
155,Chris Furse,Westerlands CCC,M50,00:52:02
156,Catriona Scott,East Sutherland AC,F,00:52:13
157,Pete Green,Unattached,M50,00:52:14
158,Stephan Scheuerl,Ochil Hill Runners,M50,00:52:18
159,Fraser Gorn,Jamaican Hill Runners,M,00:52:19
160,Wil Treasure,Unattached,M40,00:52:22
161,Mark Tennant,Unattached,M40,00:52:27
162,Katie Hawkins,Unattached,F40,00:52:30
163,Judith Turner,PH Racing,F50,00:52:32
164,Neil Mclure,PH Racing,M50,00:52:45
165,Adler Mota,Stirling University,M,00:52:54
166,Sadie Croasdale,Glasgow University,F,00:52:57
167,Vanessa Harrison,Westerlands CCC,F,00:52:58
168,Alan Morris,Unattached,M40,00:52:58
169,Frances Lingard,Unattached,M,00:53:00
170,Bruce Thomson,Unattached,M50,00:53:01
171,Greg Christison,Unattached,M,00:53:02
172,Russell Akers,Unattached,M40,00:53:03
173,Stewart Mitchell,Unattached,M40,00:53:03
174,Daisy Barnes,Border Harriers,F,00:53:15
175,Jamie Sivewright,Unattached,M,00:53:19
176,Ailsa Bruce,Unattached,F,00:53:19
177,ruby tucker,Glasgow University,F,00:53:19
178,Lizzie Stansfield,Edinburgh University,F,00:53:22
179,Nora Johansson,Edinburgh University,F,00:53:26
180,Tom Hall,Unattached,M,00:53:36
181,Andrew Gallagher,Strathearn Harriers,M60,00:53:48
182,Christine Caldwell,Wee County Harriers,F50,00:53:49
183,Fiona Comrie,North Ayrshire AC,F50,00:53:53
184,Thomas Henry,Unattached,M,00:53:55
185,Daniel Toddie-Moore,Aberdour Gravel Club,M,00:53:55
186,Paul Cronin,Unattached,M40,00:54:01
187,Isla Gallagher,Stirling University,FU20,00:54:01
188,Peter Hendrick,Unattached,M,00:54:13
189,Alison Cunningham,Strathearn Harriers,F60,00:54:16
190,Martin Doherty,Norfolk Gazelles A.C.,M50,00:54:21
191,Joanne O'leary,Unattached,F40,00:54:29
192,Ross Robertson,Northumberland FR,M40,00:54:32
193,Scott McCaughie,Unattached,M,00:54:36
194,Kirsty Clarke,Unattached,F,00:54:38
195,Kenny McDonald,Bellahouston RR,M50,00:54:39
196,David Symon,Unattached,M,00:54:56
197,Isobelle Page,Ochil Hill Runners,F,00:54:57
198,Laura Shaw,Strathearn Harriers,F,00:54:57
199,Alex Hurst,Stirling University,M,00:54:58
200,Duncan Merrin,Stirling University,M,00:55:03
201,Benjamin Turner,Stirling University,MU20,00:55:18
202,Tyler Curley,Edinburgh Napier University,F,00:55:19
203,Andrew McFarlane,Pitreavie,M40,00:55:30
204,Jacob Fitzgerald,Unattached,M40,00:55:33
205,Eoin O'Sullivan,Unattached,M,00:55:43
206,Sarah Hollywell,HBT,F,00:56:01
207,John Armour,Unattached,M,00:56:05
208,Charles Stable,Musselburgh,M50,00:56:12
209,Iain Page,Unattached,M40,00:56:19
210,Alex Dunnagan,Unattached,M,00:56:19
211,Rebecca Boulton,Unattached,F,00:56:21
212,Darren Dick,Linlithgow AC,M50,00:56:26
213,John Hendry,Cumbernauld Harriers,M60,00:56:30
214,Unknown Thomson,Unattached,F40,00:56:32
215,Charlie Harris,Unattached,M,00:56:33
216,Katarzyna Sadaj,Carnethy HRC,F40,00:56:35
217,Kay McGreevy,Unattached,F60,00:56:38
218,Andrew Mackay,Stirling University,M,00:56:41
219,Jonnie Rowa-Dewar,Unattached,MU20,00:56:42
220,John Galloway,Unattached,M40,00:56:42
221,Hannah McHugh,Stirling University,F,00:56:43
222,Philip Storm,Unattached,M,00:57:01
223,Andrew Johns,Kinross RR,M50,00:57:02
224,Kieran Porter,Linlithgow AC,M,00:57:19
225,Jenn Ruddick,Westerlands CCC,F,00:57:22
226,Alan Graham,Ochil Hill Runners,M50,00:57:30
227,Chris Wilson,Unattached,M40,00:57:37
228,Isaac Browning,Stirling University,M,00:57:38
229,Nicola Wishart,Unattached,F50,00:57:40
230,Laura Cox,Ochil Hill Runners,F40,00:57:42
231,Susan Lindsay,Ochil Hill Runners,F50,00:57:42
232,Jennifer Dunn,HBT,F,00:57:44
233,Elijah Graham,Unattached,M,00:57:44
234,Allan McDermid,Bellahouston RR,M40,00:57:46
235,Jessica Taylor,Glasgow University,F,00:57:46
236,Clair Howison,Linlithgow AC,F40,00:57:58
237,Sally Stovell,Unattached,F40,00:58:05
238,Laura-Jayne Bishop,Wee County Harriers,F,00:58:12
239,John Myles,Strathearn Harriers,M50,00:58:15
240,Laura Lyall,Unattached,F,00:58:23
241,Ben Hughes,Unattached,M,00:58:27
242,Cody Campbell,Unattached,M,00:58:30
243,Lauren McCulloch,Unattached,F,00:58:38
244,Kate Gallagher,Unattached,F,00:58:38
245,Dean Aitken,Unattached,M,00:58:40
246,Esme Foxworthy-Bowers,Unattached,F,00:58:40
247,Alison Malone,Linlithgow AC,F40,00:58:42
248,James Brogan,Unattached,M40,00:58:43
249,Nicolle Sinclair,Unattached,F,00:59:03
250,Jan Timmermann,Westerlands CCC,M50,00:59:10
251,Stephen Jones,Unattached,M60,00:59:17
252,Olivia Stocks,Edinburgh University,F,00:59:19
253,Mark Geraghty,Linlithgow AC,M60,00:59:23
254,Paul Ford,Unattached,M50,00:59:28
255,John Donnelly,Westerlands CCC,M60,00:59:35
256,Maria Power,Stirling University,FU20,00:59:47
257,Danielle Dunnagan,Unattached,F,00:59:50
258,Ahmed Abdeljabbar,Stirling University,M,01:00:01
259,Sophie Bryden,Unattached,F,01:00:03
260,Alex Slipchuk,Unattached,M50,01:00:10
261,Jill Horsburgh,Linlithgow AC,F60,01:00:14
262,Gavin Finbow,Unattached,M40,01:00:29
263,Neil Gow,Stirling University,M40,01:00:35
264,Nicola Watson,Strathearn Harriers,F50,01:01:09
265,Fabian Moore,Unattached,M40,01:01:20
266,Elsbeth Mcstay,Unattached,F40,01:01:35
267,Claire Martin,Unattached,F,01:01:43
268,Craig Thompson,Unattached,M,01:02:02
269,Jane Forsyth,Linlithgow AC,F50,01:02:05
270,Karen Forsyth,Carnegie Harriers,F40,01:02:15
271,Cameron Procter,Unattached,M,01:02:24
272,Anthony Manfredi,Unattached,M,01:02:33
273,Stuart Wilson,Unattached,M50,01:02:42
274,Innes Chalmers,Linlithgow AC,M50,01:03:10
275,Jennifer Atkinson,Unattached,F40,01:03:18
276,Fran Loots,Strathearn Harriers,F60,01:03:24
277,Lucy Dalton,Unattached,F,01:03:24
278,Colin Tough,Unattached,M50,01:03:41
279,Susan McDiarmid,TTR,F50,01:03:46
280,Colin Carnson,Strathearn Harriers,M50,01:04:02
281,Laura Storm,Unattached,F,01:04:04
282,Sallie Tomaszewski,Unattached,F40,01:04:24
283,Calum Ross,Falkirk Victoria Harriers,M60,01:04:24
284,Christopher Arnold,Unattached,M,01:04:38
285,Peter Equi,Wee County Harriers,M60,01:04:45
286,Kerri Hutchison,Wee County Harriers,F40,01:04:47
287,Krishan Srinivasa,Stirling University,M,01:05:07
288,Simon Randfield,Unattached,M50,01:05:16
289,Laura Finlay,Linlithgow AC,F40,01:05:20
290,Kate Marelic-Hunter,Linlithgow AC,F40,01:05:22
291,Graeme Stevenson,Unattached,M60,01:05:45
292,Dan Hoggarth,Wee County Harriers,M60,01:05:54
293,Bernard Burnes,Bridge Of Allan RC,M70,01:06:03
294,Ailsa Mcluckie,Unattached,F,01:06:03
295,Kathryn Cooper,Unattached,F50,01:06:18
296,Andy Heron,Unattached,M,01:06:41
297,Barry Ure,Unattached,M40,01:06:58
298,Nicole Ranieri,Stirling University,F,01:07:08
299,Megan Maguire,Stirling University,F,01:07:30
300,Michiel Voermans,Unattached,M,01:07:40
301,Gillian Lopez,Kinross RR,F60,01:07:44
302,Matt Francis,Unattached,M,01:07:47
303,Wiebke Lammers,Westerlands CCC,F50,01:07:59
304,Louise Wood,BARC,F50,01:08:07
305,Edward Macmillan,Unattached,M,01:08:09
306,Calum Shedden,Glasgow Frontrunners,M,01:08:21
307,Andrew Fullwood,Westerlands CCC,M50,01:08:40
308,Ross Tuffee,B.A.R.C,M50,01:08:43
309,Gordon Hunter,Scottish Swimming,M40,01:08:45
310,Alan Reed,Scottish Swimming,M50,01:08:45
311,Jennifer Ure,Unattached,F40,01:09:00
312,Peter Creasey,Beacon Runners,M40,01:09:15
313,Toma Liutkute,Unattached,F,01:09:39
314,Terri Sutherland,Westerlands CCC,F,01:09:56
315,Kerry Watkin,Unattached,F50,01:10:19
316,Liam Edgar,Unattached,M,01:10:31
317,Shannon Conner,Wee County Harriers,F,01:10:47
318,Fee Shanks,Wee County Harriers,F,01:10:51
319,Isobel Stewart,Unattached,F,01:16:03
320,Ray Aiken,Keith & District,M70,01:17:57
321,Dick Wall,HBT,M70,01:40:47
